t,accelerometer_x,accelerometer_y,accelerometer_z,text_time,text_alarm,text_battery_level,text_water_in_cup,text_water_to_drink,not_data_transfering,not_bluetooth,text_state
333,-0.5546955,9.769333,1.022934,10:20:38,10:53,98%,226ml,2059ml,FALSE,TRUE,REFILL MODE
334,-0.5427325,9.770531,1.040291,10:20:38,10:53,98%,227ml,2060ml,FALSE,TRUE,REFILL MODE
335,-0.5983655,9.754967,1.0869445,10:20:38,10:53,98%,228ml,2061ml,FALSE,TRUE,REFILL MODE
336,-0.57444,9.7669375,1.009178,10:20:38,10:53,98%,229ml,2062ml,FALSE,TRUE,REFILL MODE
337,-0.54393,9.7723235,0.97628,10:20:38,10:53,98%,230ml,2063ml,FALSE,TRUE,REFILL MODE
338,-0.5702515,9.7657395,1.027725,10:20:38,10:53,98%,231ml,2064ml,FALSE,TRUE,REFILL MODE
339,-0.588188,9.7639465,1.037895,10:20:38,10:53,98%,232ml,2065ml,FALSE,TRUE,REFILL MODE
340,-0.6234895,9.761551,1.0498505,10:20:38,10:53,98%,233ml,2066ml,FALSE,TRUE,REFILL MODE
341,-0.514618,9.780098,1.0055925,10:20:38,10:53,98%,234ml,2067ml,FALSE,TRUE,REFILL MODE
342,-0.597961666666667,9.76354466666667,1.04407766666667,10:20:38,10:53,98%,235ml,2068ml,FALSE,TRUE,REFILL MODE
343,-0.598366,9.7627485,1.084549,10:20:38,10:53,98%,236ml,2069ml,FALSE,TRUE,REFILL MODE
344,-0.5582885,9.7723235,0.9978105,10:20:38,10:53,98%,237ml,2070ml,FALSE,TRUE,REFILL MODE
345,-0.5618745,9.771126,0.9565425,10:20:38,10:53,98%,238ml,2071ml,FALSE,FALSE,REFILL MODE
346,-0.605545,9.7621535,1.061226,10:20:38,10:53,98%,239ml,2072ml,FALSE,FALSE,REFILL MODE
347,-0.569649,9.7633435,1.0941235,10:20:38,10:53,98%,240ml,2073ml,FALSE,FALSE,REFILL MODE
348,-0.5594865,9.771721,1.0223465,10:20:38,10:53,98%,241ml,2074ml,FALSE,FALSE,REFILL MODE
349,-0.612129,9.7639465,1.012764,10:20:38,10:53,98%,242ml,2075ml,FALSE,FALSE,REFILL MODE
350,-0.566658,9.7753145,1.051651,10:20:38,10:53,98%,243ml,2076ml,FALSE,FALSE,REFILL MODE
351,-0.6115265,9.762154,1.010971,10:20:38,10:53,98%,244ml,2077ml,FALSE,FALSE,REFILL MODE
352,-0.615112,9.754379,0.979874,10:20:38,10:53,98%,245ml,2078ml,FALSE,FALSE,REFILL MODE
353,-0.592377,9.778305,1.06601,10:20:39,10:53,98%,246ml,2079ml,FALSE,FALSE,REFILL MODE
354,-0.5923845,9.7830885,1.042076,10:20:39,10:53,98%,247ml,2080ml,FALSE,FALSE,REFILL MODE
355,-0.601952,9.783081,1.128212,10:20:39,10:53,98%,248ml,2081ml,FALSE,FALSE,REFILL MODE
356,-0.6139225,9.775902,1.1497575,10:20:39,10:53,98%,249ml,2082ml,FALSE,FALSE,REFILL MODE
357,-0.6246795,9.7663345,1.103096,10:20:39,10:53,98%,250ml,2083ml,FALSE,FALSE,REFILL MODE
358,-0.587593,9.7830885,1.04567,10:20:39,10:53,98%,251ml,2084ml,FALSE,FALSE,REFILL MODE
359,-0.60434,9.773514,1.073181,10:20:39,10:53,98%,252ml,2085ml,FALSE,FALSE,REFILL MODE
360,-0.567253,9.7866745,1.129417,10:20:39,10:53,98%,253ml,2086ml,FALSE,FALSE,REFILL MODE
361,-0.594772,9.7735135,1.0660095,10:20:39,10:53,98%,254ml,2087ml,FALSE,FALSE,REFILL MODE
362,-0.6151125,9.7699205,1.136589,10:20:39,10:53,98%,255ml,2088ml,FALSE,FALSE,REFILL MODE
363,-0.592377,9.7866745,1.063614,10:20:39,10:53,98%,256ml,2089ml,FALSE,FALSE,REFILL MODE
364,-0.5828095,9.783081,1.026527,10:20:39,10:53,98%,257ml,2090ml,FALSE,FALSE,REFILL MODE
365,-0.595565666666667,9.78786733333333,1.098709,10:20:39,10:53,98%,258ml,2091ml,FALSE,FALSE,REFILL MODE
366,-0.5863955,9.7866745,1.133003,10:20:39,10:53,98%,259ml,2092ml,FALSE,FALSE,REFILL MODE
367,-0.57563,9.780693,1.0851515,10:20:39,10:53,98%,260ml,2093ml,FALSE,FALSE,REFILL MODE
368,-0.619896,9.7747115,1.077965,10:20:39,10:53,98%,261ml,2094ml,FALSE,FALSE,REFILL MODE
369,-0.6031495,9.773514,1.117447,10:20:39,10:53,98%,262ml,2095ml,FALSE,FALSE,REFILL MODE
370,-0.582809,9.7878725,1.0971145,10:20:39,10:53,98%,263ml,2096ml,FALSE,FALSE,REFILL MODE
371,-0.6115185,9.778297,0.979866,10:20:39,10:53,98%,264ml,2097ml,FALSE,FALSE,REFILL MODE
372,-0.5935745,9.773514,1.0576325,10:20:39,10:53,98%,265ml,2098ml,FALSE,FALSE,REFILL MODE
373,-0.579216,9.7854765,1.113861,10:20:39,10:53,98%,266ml,2099ml,FALSE,FALSE,REFILL MODE
374,-0.6019515,9.765137,1.08754,10:20:39,10:53,98%,267ml,2100ml,FALSE,FALSE,REFILL MODE
375,-0.588791,9.7723235,1.060028,10:20:39,10:53,98%,268ml,2101ml,FALSE,FALSE,REFILL MODE
376,-0.5732425,9.781891,1.0995025,10:20:39,10:53,98%,269ml,2102ml,FALSE,FALSE,REFILL MODE
377,-0.5899885,9.7782975,1.0384905,10:20:40,10:53,98%,270ml,2103ml,FALSE,FALSE,REFILL MODE
378,-0.607933,9.766342,1.113861,10:20:40,10:53,98%,271ml,2104ml,FALSE,FALSE,REFILL MODE
379,-0.5828095,9.784279,1.0552365,10:20:40,10:53,98%,272ml,2105ml,FALSE,FALSE,REFILL MODE
380,-0.5373455,9.7782975,1.0755765,10:20:40,10:53,98%,273ml,2106ml,FALSE,FALSE,REFILL MODE
381,-0.5923765,9.7782975,1.1533435,10:20:40,10:53,98%,274ml,2107ml,FALSE,FALSE,REFILL MODE
382,-0.5361555,9.791458,1.106682,10:20:40,10:53,98%,275ml,2108ml,FALSE,FALSE,REFILL MODE
383,-0.6127165,9.7591555,1.013359,10:20:40,10:53,98%,276ml,2109ml,FALSE,FALSE,REFILL MODE
384,-0.597961666666667,9.76553866666667,1.10668433333333,10:20:40,10:53,98%,277ml,2110ml,FALSE,FALSE,REFILL MODE
385,-0.536148,9.7866745,1.1090775,10:20:40,10:53,98%,278ml,2111ml,FALSE,FALSE,REFILL MODE
386,-0.569649,9.7866745,1.144966,10:20:40,10:53,98%,279ml,2112ml,FALSE,FALSE,REFILL MODE
387,-0.6115265,9.7747115,1.0468595,10:20:40,10:53,98%,280ml,2113ml,FALSE,FALSE,REFILL MODE
388,-0.586403,9.7747115,1.0169525,10:20:40,10:53,98%,281ml,2114ml,FALSE,FALSE,REFILL MODE
389,-0.6186985,9.772316,0.9978105,10:20:40,10:53,98%,282ml,2115ml,FALSE,FALSE,REFILL MODE
390,-0.5816115,9.7747115,1.1449665,10:20:40,10:53,98%,283ml,2116ml,FALSE,FALSE,REFILL MODE
391,-0.576828,9.7866745,1.091133,10:20:40,10:53,98%,284ml,2117ml,FALSE,FALSE,REFILL MODE
392,-0.586395,9.766335,1.0672075,10:20:40,10:53,98%,285ml,2118ml,FALSE,FALSE,REFILL MODE
393,-0.5720445,9.7854765,0.979866,10:20:40,10:53,98%,286ml,2119ml,FALSE,FALSE,REFILL MODE
394,-0.586395,9.7759095,1.08036,10:20:40,10:53,98%,287ml,2120ml,FALSE,FALSE,REFILL MODE
395,-0.5971605,9.7651445,1.12941,10:20:40,10:53,98%,288ml,2121ml,FALSE,FALSE,REFILL MODE
396,-0.550499,9.7842785,1.0911255,10:20:40,10:53,98%,289ml,2122ml,FALSE,FALSE,REFILL MODE
397,-0.6019515,9.7747115,1.0719835,10:20:40,10:53,98%,290ml,2123ml,FALSE,FALSE,REFILL MODE
398,-0.585205,9.7699205,1.010971,10:20:40,10:53,98%,291ml,2124ml,FALSE,FALSE,REFILL MODE
399,-0.60434,9.7699205,1.11985,10:20:40,10:53,98%,292ml,2125ml,FALSE,FALSE,REFILL MODE
400,-0.579224,9.784279,1.1784665,10:20:40,10:53,98%,293ml,2126ml,FALSE,FALSE,REFILL MODE
401,-0.570839,9.783089,0.918846,10:20:41,10:53,98%,294ml,2127ml,FALSE,FALSE,REFILL MODE
402,-0.587590333333333,9.773514,1.09472166666667,10:20:41,10:53,98%,295ml,2128ml,FALSE,FALSE,REFILL MODE
403,-0.530167,9.7878645,1.219147,10:20:41,10:53,98%,296ml,2129ml,FALSE,FALSE,REFILL MODE
404,-0.5839995,9.779495,0.993027,10:20:41,10:53,98%,297ml,2130ml,FALSE,FALSE,REFILL MODE
405,-0.601944,9.7699205,0.9439695,10:20:41,10:53,98%,298ml,2131ml,FALSE,FALSE,REFILL MODE
406,-0.570839,9.7747115,1.056435,10:20:41,10:53,98%,299ml,2132ml,FALSE,FALSE,REFILL MODE
407,-0.5229875,9.79026,1.154541,10:20:41,10:53,98%,300ml,2133ml,FALSE,FALSE,REFILL MODE
408,-0.6091305,9.7663345,1.080368,10:20:41,10:53,98%,301ml,2134ml,FALSE,FALSE,REFILL MODE
409,-0.6210935,9.771118,0.9655,10:20:41,10:53,98%,302ml,2135ml,FALSE,FALSE,REFILL MODE
410,-0.567253,9.780693,1.043274,10:20:41,10:53,98%,303ml,2136ml,FALSE,FALSE,REFILL MODE
411,-0.5947725,9.769928,1.081558,10:20:41,10:53,98%,304ml,2137ml,FALSE,FALSE,REFILL MODE
412,-0.578018,9.78907,1.095917,10:20:41,10:53,98%,305ml,2138ml,FALSE,FALSE,REFILL MODE
413,-0.5840075,9.779495,1.0779725,10:20:41,10:53,98%,306ml,2139ml,FALSE,FALSE,REFILL MODE
414,-0.593582,9.780693,0.9894335,10:20:41,10:53,98%,307ml,2140ml,FALSE,FALSE,REFILL MODE
415,-0.580414,9.768723,1.0372925,10:20:41,10:53,98%,308ml,2141ml,FALSE,FALSE,REFILL MODE
416,-0.57563,9.783081,1.156929,10:20:41,10:53,98%,309ml,2142ml,FALSE,FALSE,REFILL MODE
417,-0.607933,9.7783055,1.1114655,10:20:41,10:53,98%,310ml,2143ml,FALSE,FALSE,REFILL MODE
418,-0.5851975,9.7723235,1.0444715,10:20:41,10:53,98%,311ml,2144ml,FALSE,FALSE,REFILL MODE
419,-0.605545,9.7711255,1.0803605,10:20:41,10:53,98%,312ml,2145ml,FALSE,FALSE,REFILL MODE
420,-0.585204666666667,9.78069566666667,1.09472133333333,10:20:41,10:53,98%,313ml,2146ml,FALSE,FALSE,REFILL MODE
421,-0.609131,9.767532,1.0959165,10:20:41,10:53,98%,314ml,2147ml,FALSE,FALSE,REFILL MODE
422,-0.600754,9.773514,1.022934,10:20:41,10:53,98%,315ml,2148ml,FALSE,FALSE,REFILL MODE
423,-0.5935825,9.7735135,1.0947185,10:20:41,10:53,98%,316ml,2149ml,FALSE,FALSE,REFILL MODE
424,-0.570839,9.7866745,1.092331,10:20:41,10:53,98%,317ml,2150ml,FALSE,FALSE,REFILL MODE
425,-0.610329,9.772316,1.074379,10:20:42,10:53,98%,318ml,2151ml,FALSE,FALSE,REFILL MODE
426,-0.619896,9.763939,1.1102755,10:20:42,10:53,98%,319ml,2152ml,FALSE,FALSE,REFILL MODE
427,-0.604347,9.771118,1.0815585,10:20:42,10:53,98%,320ml,2153ml,FALSE,FALSE,REFILL MODE
428,-0.5816115,9.7771,1.093521,10:20:42,10:53,98%,321ml,2154ml,FALSE,FALSE,REFILL MODE
429,-0.621094,9.7687225,1.2921295,10:20:42,10:53,98%,322ml,2155ml,FALSE,FALSE,REFILL MODE
430,-0.64502,9.75676,1.274185,10:20:42,10:53,98%,323ml,2156ml,FALSE,FALSE,REFILL MODE
431,-0.600754,9.7782975,1.051651,10:20:42,10:53,98%,324ml,2157ml,FALSE,FALSE,REFILL MODE
432,-0.609131,9.7890705,1.113861,10:20:42,10:53,98%,325ml,2158ml,FALSE,FALSE,REFILL MODE
433,-0.639038,9.7962495,1.082756,10:20:42,10:53,98%,326ml,2159ml,FALSE,FALSE,REFILL MODE
434,-0.63665,9.7878725,0.6041945,10:20:42,10:53,98%,327ml,2160ml,FALSE,FALSE,REFILL MODE
435,-0.744720333333333,9.77271533333333,0.666407333333333,10:20:42,10:53,98%,328ml,2161ml,FALSE,FALSE,REFILL MODE
436,-0.619896,9.805824,0.62812,10:20:42,10:53,98%,329ml,2162ml,FALSE,FALSE,REFILL MODE
437,-0.639038,9.802231,1.0097735,10:20:42,10:53,98%,330ml,2163ml,FALSE,FALSE,REFILL MODE
438,-0.612717,9.787872,0.809975,10:20:42,10:53,98%,331ml,2164ml,FALSE,FALSE,REFILL MODE
439,-0.592377,9.80941,0.941582,10:20:42,10:53,98%,332ml,2165ml,FALSE,FALSE,REFILL MODE
440,-0.660576,9.7926555,0.72982,10:20:42,10:53,98%,333ml,2166ml,FALSE,FALSE,REFILL MODE
441,-0.71801,9.7711185,0.867401,10:20:42,10:53,98%,334ml,2167ml,FALSE,FALSE,REFILL MODE
442,-0.549309,9.8153915,0.506088,10:20:42,10:53,98%,335ml,2168ml,FALSE,FALSE,REFILL MODE
443,-0.556488,9.791458,1.125824,10:20:42,10:53,98%,336ml,2169ml,FALSE,FALSE,REFILL MODE
444,-0.5265805,9.8070145,1.3052905,10:20:42,10:53,98%,337ml,2170ml,FALSE,FALSE,REFILL MODE
445,-0.552895,9.823761,0.85424,10:20:42,10:53,98%,338ml,2171ml,FALSE,FALSE,REFILL MODE
446,-0.424881,9.8584595,0.1567305,10:20:42,10:53,98%,339ml,2172ml,FALSE,FALSE,REFILL MODE
447,-0.801758,9.741211,1.1246335,10:20:42,10:53,98%,340ml,2173ml,FALSE,FALSE,REFILL MODE
448,-0.4667515,9.856064,0.922432,10:20:42,10:53,98%,341ml,2174ml,FALSE,FALSE,REFILL MODE
449,-0.3710405,9.890762,1.168892,10:20:43,10:53,98%,342ml,2175ml,FALSE,FALSE,REFILL MODE
450,-0.9824065,9.701729,0.8315125,10:20:43,10:53,98%,343ml,2176ml,FALSE,FALSE,REFILL MODE
451,-0.787791,9.755966,0.425527,10:20:43,10:53,98%,344ml,2177ml,FALSE,FALSE,REFILL MODE
452,-0.623482,9.8022235,0.374481,10:20:43,10:53,98%,345ml,2178ml,FALSE,FALSE,REFILL MODE
453,-0.628273,9.816582,0.7058865,10:20:43,10:53,98%,346ml,2179ml,FALSE,FALSE,REFILL MODE
454,-0.719193,9.773514,0.637695,10:20:43,10:53,98%,347ml,2180ml,FALSE,FALSE,REFILL MODE
455,-0.5346525,9.814194,0.847969,10:20:43,10:53,98%,348ml,2181ml,FALSE,FALSE,REFILL MODE
456,-0.5690535,9.7968445,0.757935,10:20:43,10:53,98%,349ml,2182ml,FALSE,FALSE,REFILL MODE
457,-0.251404,9.8931655,1.1138685,10:20:43,10:53,98%,350ml,2183ml,FALSE,FALSE,REFILL MODE
458,-0.7628785,9.763344,0.66761,10:20:43,10:53,98%,351ml,2184ml,FALSE,FALSE,REFILL MODE
459,-0.699463,9.7842865,0.465416,10:20:43,10:53,98%,352ml,2185ml,FALSE,FALSE,REFILL MODE
460,-0.6432345,9.769928,0.3338015,10:20:43,10:53,98%,353ml,2186ml,FALSE,FALSE,REFILL MODE
461,-0.6731415,9.7651365,0.242874,10:20:43,10:53,98%,354ml,2187ml,FALSE,FALSE,REFILL MODE
462,-0.7054445,9.7872775,0.65863,10:20:43,10:53,98%,355ml,2188ml,FALSE,FALSE,REFILL MODE
463,-0.437454,9.8758165,0.5132675,10:20:43,10:53,98%,356ml,2189ml,FALSE,FALSE,REFILL MODE
464,-0.7389375,9.6281585,0.4073795,10:20:43,10:53,98%,357ml,2190ml,FALSE,FALSE,REFILL MODE
465,-0.5295715,9.930847,0.799805,10:20:43,10:53,98%,358ml,2191ml,FALSE,FALSE,REFILL MODE
466,-0.72937,9.7992475,0.81237,10:20:43,10:53,98%,359ml,2192ml,FALSE,FALSE,REFILL MODE
467,-1.0805205,9.634735,0.689743,10:20:43,10:53,98%,360ml,2193ml,FALSE,FALSE,REFILL MODE
468,-0.738744,9.756373,0.815958666666667,10:20:43,10:53,98%,361ml,2194ml,FALSE,FALSE,REFILL MODE
469,-0.567856,9.8231735,0.9039,10:20:43,10:53,98%,362ml,2195ml,FALSE,FALSE,REFILL MODE
470,-0.3860015,9.8752135,1.001999,10:20:43,10:53,98%,363ml,2196ml,FALSE,FALSE,REFILL MODE
471,-0.587601,9.7795025,0.8177565,10:20:43,10:53,98%,364ml,2197ml,FALSE,FALSE,REFILL MODE
472,-0.664169,9.796852,0.945175,10:20:43,10:53,98%,365ml,2198ml,FALSE,FALSE,REFILL MODE
473,-0.841835,9.7089155,0.979271,10:20:44,10:53,98%,366ml,2199ml,FALSE,FALSE,REFILL MODE
474,-0.614517,9.709511,0.6885375,10:20:44,10:53,98%,367ml,2200ml,FALSE,FALSE,REFILL MODE
475,-0.53495,9.7950515,0.9308165,10:20:44,10:53,98%,368ml,2201ml,FALSE,FALSE,REFILL MODE
476,-0.3740385,9.787872,0.917656,10:20:44,10:53,98%,369ml,2202ml,FALSE,FALSE,REFILL MODE
477,-0.0623705,10.4877775,1.4506605,10:20:44,10:53,98%,370ml,2203ml,FALSE,FALSE,REFILL MODE
478,-0.1060405,10.2748185,0.8733825,10:20:44,10:53,98%,371ml,2204ml,FALSE,FALSE,REFILL MODE
479,-0.843033,9.869835,0.978668,10:20:44,10:53,98%,372ml,2205ml,FALSE,FALSE,REFILL MODE
480,-0.515213,10.073219,0.838692,10:20:44,10:53,98%,373ml,2206ml,FALSE,FALSE,REFILL MODE
481,-0.8663635,10.014595,0.895523,10:20:44,10:53,98%,374ml,2207ml,FALSE,FALSE,REFILL MODE
482,-0.8011625,10.263443,0.9421845,10:20:44,10:53,98%,375ml,2208ml,FALSE,FALSE,REFILL MODE
483,-1.117615,10.3125,0.9451675,10:20:44,10:53,98%,376ml,2209ml,FALSE,FALSE,REFILL MODE
484,-0.5582885,10.6229705,1.001999,10:20:44,10:53,98%,377ml,2210ml,FALSE,FALSE,REFILL MODE
485,-0.134155333333333,10.7900696666667,1.05404666666667,10:20:44,10:53,98%,378ml,2211ml,FALSE,FALSE,REFILL MODE
486,0.3067245,10.440514,0.796814,10:20:44,10:53,98%,379ml,2212ml,FALSE,FALSE,REFILL MODE
487,0.6483,10.671425,0.8428725,10:20:44,10:53,98%,380ml,2213ml,FALSE,FALSE,REFILL MODE
488,0.0411225,10.4913635,1.1066895,10:20:44,10:53,98%,381ml,2214ml,FALSE,FALSE,REFILL MODE
489,0.343811,10.2819905,0.760925,10:20:44,10:53,98%,382ml,2215ml,FALSE,FALSE,REFILL MODE
490,-0.7233965,9.616188,1.0043945,10:20:44,10:53,98%,383ml,2216ml,FALSE,FALSE,REFILL MODE
491,0.035141,9.175316,0.2548445,10:20:44,10:53,98%,384ml,2217ml,FALSE,FALSE,REFILL MODE
492,-0.3243865,8.890564,0.221939,10:20:44,10:53,98%,385ml,2218ml,FALSE,FALSE,REFILL MODE
493,-0.48291,8.8684385,-0.17527,10:20:44,10:53,98%,386ml,2219ml,FALSE,FALSE,REFILL MODE
494,-0.000153,9.0778125,0.5252305,10:20:44,10:53,98%,387ml,2220ml,FALSE,FALSE,REFILL MODE
495,-0.1550905,8.7182845,0.014954,10:20:44,10:53,98%,388ml,2221ml,FALSE,FALSE,REFILL MODE
496,0.228363,8.907318,-0.1034925,10:20:44,10:53,98%,389ml,2222ml,FALSE,FALSE,REFILL MODE
497,0.7529905,9.491768,0.1334075,10:20:45,10:53,98%,390ml,2223ml,FALSE,FALSE,REFILL MODE
498,1.0108185,9.381096,-0.489937,10:20:45,10:53,98%,391ml,2224ml,FALSE,FALSE,REFILL MODE
499,0.097351,9.554573,-0.611969,10:20:45,10:53,98%,392ml,2225ml,FALSE,FALSE,REFILL MODE
500,0.0279615,10.211998,-0.6849515,10:20:45,10:53,98%,393ml,2226ml,FALSE,FALSE,REFILL MODE
501,-0.183614,11.0783993333333,-1.04526233333333,10:20:45,10:53,98%,394ml,2227ml,FALSE,FALSE,REFILL MODE
502,-0.804153,11.8863835,-0.6353,10:20:45,10:53,98%,395ml,2228ml,FALSE,FALSE,REFILL MODE
503,-0.7455215,11.902527,-0.2057875,10:20:45,10:53,98%,396ml,2229ml,FALSE,FALSE,REFILL MODE
504,0.1631545,11.9444125,-0.011955,10:20:45,10:53,98%,397ml,2230ml,FALSE,FALSE,REFILL MODE
505,0.3940585,11.001633,-0.072975,10:20:45,10:53,98%,398ml,2231ml,FALSE,FALSE,REFILL MODE
506,0.2738265,10.767731,-0.0293045,10:20:45,10:53,98%,399ml,2232ml,FALSE,FALSE,REFILL MODE
507,0.205635,11.148193,0.2679975,10:20:45,10:53,98%,400ml,2233ml,FALSE,FALSE,REFILL MODE
508,-0.4769285,9.9015275,-0.084946,10:20:45,10:53,98%,401ml,2234ml,FALSE,FALSE,REFILL MODE
509,-0.895668,9.347595,0.4384915,10:20:45,10:53,98%,402ml,2235ml,FALSE,FALSE,REFILL MODE
510,0.013603,8.4209745,-0.74955,10:20:45,10:53,98%,403ml,2236ml,FALSE,FALSE,REFILL MODE
511,-1.6254805,7.9860765,0.062218,10:20:45,10:53,98%,404ml,2237ml,FALSE,FALSE,REFILL MODE
512,-0.696465,8.7164915,0.9559405,10:20:45,10:53,98%,405ml,2238ml,FALSE,FALSE,REFILL MODE
513,-0.70903,8.866043,1.204193,10:20:45,10:53,98%,406ml,2239ml,FALSE,FALSE,REFILL MODE
514,-0.9812165,8.8110045,0.223129,10:20:45,10:53,98%,407ml,2240ml,FALSE,FALSE,REFILL MODE
515,-1.5620725,8.5454025,-0.193222,10:20:45,10:53,98%,408ml,2241ml,FALSE,FALSE,REFILL MODE
516,-1.2719425,9.040123,-0.4133605,10:20:45,10:53,98%,409ml,2242ml,FALSE,FALSE,REFILL MODE
517,-1.2546005,9.6215745,-0.072975,10:20:45,10:53,98%,410ml,2243ml,FALSE,FALSE,REFILL MODE
518,-1.03226733333333,9.72646066666667,0.197418333333333,10:20:45,10:53,98%,411ml,2244ml,FALSE,FALSE,REFILL MODE
519,-0.0952685,9.6694335,-0.6269225,10:20:45,10:53,98%,412ml,2245ml,FALSE,FALSE,REFILL MODE
520,0.117691,9.2010345,-0.6867445,10:20:45,10:53,98%,413ml,2246ml,FALSE,FALSE,REFILL MODE
521,-0.3782275,8.9097135,-0.860817,10:20:46,10:53,98%,414ml,2247ml,FALSE,FALSE,REFILL MODE
522,-1.105644,9.2040255,-0.3021015,10:20:46,10:53,98%,415ml,2248ml,FALSE,FALSE,REFILL MODE
523,-1.1343615,10.2419125,-0.157326,10:20:46,10:53,98%,416ml,2249ml,FALSE,FALSE,REFILL MODE
524,-1.4161145,9.9996415,-0.0466615,10:20:46,10:53,98%,417ml,2250ml,FALSE,FALSE,REFILL MODE
525,-1.3084335,9.71669,0.533005,10:20:46,10:53,98%,418ml,2251ml,FALSE,FALSE,REFILL MODE
526,-0.646225,10.061256,0.846466,10:20:46,10:53,98%,419ml,2252ml,FALSE,FALSE,REFILL MODE
527,0.200249,9.628151,0.151352,10:20:46,10:53,98%,420ml,2253ml,FALSE,FALSE,REFILL MODE
528,-0.1999515,9.8124005,1.18087,10:20:46,10:53,98%,421ml,2254ml,FALSE,FALSE,REFILL MODE
529,-0.4960705,9.687973,0.5312045,10:20:46,10:53,98%,422ml,2255ml,FALSE,FALSE,REFILL MODE
530,-0.4177015,9.893158,1.021141,10:20:46,10:53,98%,423ml,2256ml,FALSE,FALSE,REFILL MODE
531,-0.316017,9.740616,1.2305145,10:20:46,10:53,98%,424ml,2257ml,FALSE,FALSE,REFILL MODE
532,-0.5194015,9.227959,1.3770825,10:20:46,10:53,98%,425ml,2258ml,FALSE,FALSE,REFILL MODE
533,-0.553497,8.9204785,1.3154605,10:20:46,10:53,98%,426ml,2259ml,FALSE,FALSE,REFILL MODE
534,-0.131767,9.393654,1.2514495,10:20:46,10:53,98%,427ml,2260ml,FALSE,FALSE,REFILL MODE
535,-0.434855,9.5454,1.338791,10:20:46,10:53,98%,428ml,2261ml,FALSE,FALSE,REFILL MODE
536,-0.2932815,9.714294,1.359726,10:20:46,10:53,98%,429ml,2262ml,FALSE,FALSE,REFILL MODE
537,-0.2137225,9.7005385,1.3645095,10:20:46,10:53,98%,430ml,2263ml,FALSE,FALSE,REFILL MODE
538,-0.237053,9.727455,1.5266265,10:20:46,10:53,98%,431ml,2264ml,FALSE,FALSE,REFILL MODE
539,-0.5636745,9.6730195,1.2646105,10:20:46,10:53,98%,432ml,2265ml,FALSE,FALSE,REFILL MODE
540,-0.5887905,9.905121,1.2430725,10:20:46,10:53,98%,433ml,2266ml,FALSE,FALSE,REFILL MODE
541,-0.8322675,10.0211715,1.2376935,10:20:46,10:53,98%,434ml,2267ml,FALSE,FALSE,REFILL MODE
542,-0.564865,9.6945495,0.0843505,10:20:46,10:53,98%,435ml,2268ml,FALSE,FALSE,REFILL MODE
543,-0.6695555,10.318481,0.275177,10:20:46,10:53,98%,436ml,2269ml,FALSE,FALSE,REFILL MODE
544,-1.297066,11.7828905,2.4735875,10:20:46,10:53,98%,437ml,2270ml,FALSE,FALSE,REFILL MODE
545,-0.8167115,9.987076,1.676773,10:20:47,10:53,98%,438ml,2271ml,FALSE,FALSE,REFILL MODE
546,-1.0739365,8.8433075,-0.019142,10:20:47,10:53,98%,439ml,2272ml,FALSE,FALSE,REFILL MODE
547,-1.07753,9.6473005,0.8315125,10:20:47,10:53,98%,440ml,2273ml,FALSE,FALSE,REFILL MODE
548,-0.155701,10.067238,0.9032975,10:20:47,10:53,98%,441ml,2274ml,FALSE,FALSE,REFILL MODE
549,-0.208336,10.4165875,1.763519,10:20:47,10:53,98%,442ml,2275ml,FALSE,FALSE,REFILL MODE
550,-1.1128235,9.390663,1.0929335,10:20:47,10:53,98%,443ml,2276ml,FALSE,FALSE,REFILL MODE
551,-0.842432666666666,9.05727133333333,0.396021666666667,10:20:47,10:53,98%,444ml,2277ml,FALSE,FALSE,REFILL MODE
552,-0.2962725,9.7723235,0.6047975,10:20:47,10:53,98%,445ml,2278ml,FALSE,FALSE,REFILL MODE
553,-0.951302,9.3655475,0.058632,10:20:47,10:53,98%,446ml,2279ml,FALSE,FALSE,REFILL MODE
554,-1.066757,9.596443,0.047264,10:20:47,10:53,98%,447ml,2280ml,FALSE,FALSE,REFILL MODE
555,-1.2557905,10.1432115,0.527626,10:20:47,10:53,98%,448ml,2281ml,FALSE,FALSE,REFILL MODE
556,-0.7957765,10.3645475,1.030716,10:20:47,10:53,98%,449ml,2282ml,FALSE,FALSE,REFILL MODE
557,-0.639038,9.832741,0.8213425,10:20:47,10:53,98%,450ml,2283ml,FALSE,FALSE,REFILL MODE
558,-0.116806,9.3051225,-0.3122635,10:20:47,10:53,98%,451ml,2284ml,FALSE,FALSE,REFILL MODE
559,-0.0641635,10.0696335,0.695717,10:20:47,10:53,98%,452ml,2285ml,FALSE,FALSE,REFILL MODE
560,-0.6270755,11.479004,3.1567385,10:20:47,10:53,98%,453ml,2286ml,FALSE,FALSE,REFILL MODE
561,-1.1564865,9.9296495,2.503502,10:20:47,10:53,98%,454ml,2287ml,FALSE,FALSE,REFILL MODE
